id,name,now_cost,position,team,ep_this,influence_rank,news,bonus,expected_goal_involvements_per_90,web_name,points_per_game_rank_type,creativity_rank_type,form_rank,event_points,total_points,goals_conceded,value_season,cost_change_start,goals_scored,corners_and_indirect_freekicks_order,form_rank_type,in_dreamteam,ict_index_rank,transfers_in_event,saves,expected_assists,now_cost_rank,selected_rank,transfers_in,expected_goal_involvements,news_added,penalties_order,form,minutes,threat,now_cost_rank_type,ict_index,expected_assists_per_90,yellow_cards,starts_per_90,cost_change_event_fall,chance_of_playing_this_round,assists,threat_rank,transfers_out_event,penalties_missed,threat_rank_type,expected_goals_conceded,chance_of_playing_next_round,expected_goals_per_90,own_goals,transfers_out,goals_conceded_per_90,ict_index_rank_type,expected_goals,dreamteam_count,points_per_game,cost_change_start_fall,penalties_saved,value_form,bps,creativity_rank,influence_rank_type,red_cards,selected_by_percent,selected_rank_type,clean_sheets_per_90,starts,influence,ep_next,cost_change_event,creativity,saves_per_90,clean_sheets,direct_freekicks_order,status,points_per_game_rank,expected_goals_conceded_per_90
195,Ben Chilwell,54,DEF,Chelsea,0.0,293,Hamstring injury - Unknown return date,2,0.57,Chilwell,64,19,713,0,15,5,2.8,-1,0,1.0,237,False,184,201,0,1.27,118,73,2118913,2.12,2023-09-28T03:30:08.842279Z,,0.0,334,88.0,8,28.1,0.34,3,1.08,0,0.0,1,130,15286,0,16,4.08,0.0,0.23,0,3098186,1.35,53,0.85,0,2.5,1,0,0.0,66,85,114,0,5.5,26,0.27,4,57.0,0.0,0,136.4,0.0,1,3.0,i,190,1.1
196,Carney Chukwuemeka,43,MID,Chelsea,0.0,336,Knee injury - Unknown return date,0,0.2,Chukwuemeka,56,161,504,0,6,2,1.4,-2,1,,179,False,326,2593,0,0.19,601,147,223801,0.27,2023-10-18T22:00:09.030876Z,,0.0,125,39.0,320,9.9,0.14,2,1.44,0,0.0,0,227,7425,0,120,1.96,0.0,0.06,0,353734,1.44,146,0.08,0,3.0,2,0,0.0,23,313,147,0,1.5,45,0.0,2,34.8,0.0,0,25.1,0.0,0,,i,131,1.41
197,Levi Colwill,46,DEF,Chelsea,-0.7,118,Shoulder injury - 75% chance of playing,3,0.11,Colwill,37,49,336,0,35,12,7.6,1,0,,114,False,127,3296,0,0.33,348,83,657364,1.17,2023-11-13T01:00:09.220779Z,,0.3,934,101.0,49,34.9,0.03,1,1.06,0,,1,115,32047,0,13,11.56,75.0,0.08,0,484792,1.16,34,0.84,1,3.2,-1,0,0.1,198,184,40,0,4.8,32,0.29,11,182.0,-0.2,0,66.5,0.0,3,,d,114,1.11
198,Marc Cucurella Saseta,48,DEF,Chelsea,-0.3,231,,0,0.19,Cucurella,112,52,294,-1,8,8,1.7,-2,0,,100,False,231,3737,0,0.20,294,220,47300,1.03,2023-09-17T20:30:06.589342Z,,0.7,485,51.0,34,21.3,0.04,4,0.93,0,100.0,0,195,2019,0,44,7.11,100.0,0.15,0,58559,1.48,71,0.83,0,1.3,2,0,0.1,77,193,94,0,0.6,83,0.19,5,99.0,0.2,0,62.8,0.0,1,,a,332,1.32
199,Enzo Fernández,48,MID,Chelsea,1.0,145,,0,0.38,Enzo,97,20,157,2,23,12,4.8,-2,0,4.0,68,False,55,3289,0,1.55,306,113,259712,3.75,2023-10-28T18:00:08.281338Z,4.0,2.0,897,139.0,201,55.0,0.16,3,1.1,0,100.0,1,74,7288,1,45,11.53,100.0,0.22,0,430861,1.2,38,2.20,0,2.1,2,0,0.4,118,26,57,0,2.6,33,0.4,11,151.4,1.5,0,261.2,0.0,4,1.0,a,227,1.16
200,David Datro Fofana,50,FWD,Chelsea,0.0,722,Joined Union Berlin on a season-long loan - Expected back 01 Jul,0,0.0,D.D.Fofana,87,87,696,0,0,0,0.0,0,0,,80,False,722,0,0,0.00,214,719,0,0.00,2023-07-11T09:30:03.546600Z,,0.0,0,0.0,47,0.0,0.0,0,0.0,0,0.0,0,717,4,0,86,0.00,0.0,0.0,0,360,0.0,86,0.00,0,0.0,0,0,0.0,0,720,86,0,0.0,96,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,722,0.0
201,Wesley Fofana,44,DEF,Chelsea,0.0,604,Knee injury - Unknown return date,0,0.0,W.Fofana,229,231,548,0,0,0,0.0,-1,0,,217,False,611,32,0,0.00,541,579,623,0.00,2023-07-18T23:30:03.865981Z,,0.0,0,0.0,122,0.0,0.0,0,0.0,0,0.0,0,581,43,0,229,0.00,0.0,0.0,0,2989,0.0,231,0.00,0,0.0,1,0,0.0,0,595,231,0,0.0,206,0.0,0,0.0,0.0,0,0.0,0.0,0,,i,617,0.0
202,Conor Gallagher,54,MID,Chelsea,5.0,51,,4,0.18,Gallagher,40,16,18,10,45,15,8.3,-1,0,1.0,10,False,36,10122,0,1.26,124,229,53300,2.05,,,6.0,1035,117.0,79,65.3,0.11,1,1.04,0,,5,105,1363,0,65,14.35,,0.07,0,54801,1.3,25,0.79,0,3.8,1,0,1.1,225,21,18,0,0.5,73,0.26,12,248.4,5.5,0,287.0,0.0,3,,a,81,1.25
203,Malo Gusto,42,DEF,Chelsea,-0.7,230,Knee injury - 75% chance of playing,2,0.14,Gusto,53,44,322,1,24,7,5.7,2,0,,106,False,240,5385,0,0.41,609,63,1743399,0.82,2023-11-14T11:30:09.319567Z,,0.3,538,32.0,159,20.4,0.07,1,1.0,0,100.0,2,248,29364,0,74,7.01,75.0,0.07,0,1263890,1.17,75,0.41,1,2.7,-2,0,0.1,120,171,93,1,6.7,21,0.33,6,99.4,-0.2,0,72.5,0.0,2,,d,165,1.17
206,Reece James,53,DEF,Chelsea,1.3,258,,0,0.39,James,80,25,139,4,10,7,1.9,-2,0,,49,False,217,57268,0,0.80,143,87,344611,1.03,2023-10-20T15:30:08.557342Z,,2.3,243,50.0,12,22.9,0.3,0,1.11,0,100.0,1,199,4377,0,47,6.26,100.0,0.09,0,1442090,2.59,64,0.23,0,2.0,2,0,0.4,71,128,103,0,4.4,34,0.0,3,78.0,1.8,0,100.7,0.0,0,2.0,a,247,2.32
207,Romelu Lukaku Bolingoli,68,FWD,Chelsea,0.0,739,Season-long loan to Roma,0,0.0,Lukaku,93,93,732,0,0,0,0.0,-2,0,,90,False,739,0,0,0.00,35,283,9006,0.00,2023-09-01T07:24:35.377267Z,,0.0,0,0.0,14,0.0,0.0,0,0.0,0,0.0,0,739,217,0,93,0.00,0.0,0.0,0,60623,0.0,93,0.00,0,0.0,2,0,0.0,0,739,93,0,0.3,44,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,738,0.0
208,Noni Madueke,53,MID,Chelsea,-0.3,411,,0,0.33,Madueke,167,146,306,0,6,3,1.1,-2,0,,148,False,341,189,0,0.23,144,450,6727,0.42,2023-09-17T20:30:06.633877Z,,0.7,116,40.0,92,8.6,0.18,0,0.78,0,100.0,0,225,293,0,118,1.91,100.0,0.15,0,12125,2.33,156,0.19,0,1.2,2,0,0.1,20,270,186,0,0.1,147,0.0,1,9.2,0.2,0,36.9,0.0,0,,a,353,1.48
210,Mykhailo Mudryk,63,MID,Chelsea,-0.7,227,,3,0.44,Mudryk,59,93,356,1,30,3,4.8,-2,2,3.0,174,False,180,2133,0,0.97,56,187,90230,1.76,2023-10-28T18:00:08.330038Z,,0.3,364,89.0,34,28.7,0.24,2,0.99,0,100.0,1,129,3967,0,79,3.56,100.0,0.2,0,282926,0.74,89,0.79,1,3.0,2,0,0.0,93,133,90,0,0.9,62,0.74,4,101.2,-0.2,0,96.1,0.0,3,,a,140,0.88
211,Nicolas Jackson,68,FWD,Chelsea,6.7,40,,5,0.89,N.Jackson,14,10,6,5,42,14,6.2,-2,6,,2,False,21,91512,0,1.07,40,72,1234393,8.45,2023-10-11T10:30:08.636447Z,3.0,7.7,848,440.0,15,82.1,0.11,7,0.96,0,100.0,0,5,9493,0,3,12.56,100.0,0.78,0,2205532,1.49,5,7.38,1,3.8,2,0,1.1,153,107,5,0,5.5,12,0.32,9,265.0,7.2,0,118.0,0.0,3,,a,83,1.33
212,Christopher Nkunku,73,FWD,Chelsea,0.0,740,Knee injury - 50% chance of playing,0,0.0,Nkunku,94,94,733,0,0,0,0.0,-2,0,,91,False,740,4538,0,0.00,25,222,10118,0.00,2023-08-03T09:30:04.720287Z,,0.0,0,0.0,10,0.0,0.0,0,0.0,0,0.0,0,740,915,0,94,0.00,50.0,0.0,0,117824,0.0,94,0.00,0,0.0,2,0,0.0,0,740,94,0,0.6,38,0.0,0,0.0,-0.2,0,0.0,0.0,0,,d,739,0.0
213,Christian Pulisic,55,MID,Chelsea,0.0,730,Permanent transfer to AC Milan,0,0.0,Pulisic,317,317,716,0,0,0,0.0,0,0,,310,False,730,0,0,0.00,99,714,0,0.00,2023-07-14T08:03:53.480692Z,,0.0,0,0.0,60,0.0,0.0,0,0.0,0,0.0,0,729,4,0,317,0.00,0.0,0.0,0,394,0.0,317,0.00,0,0.0,0,0,0.0,0,730,317,0,0.0,298,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,729,0.0
214,Malang Sarr,43,DEF,Chelsea,-1.0,566,,0,0.0,M.Sarr,218,220,496,0,0,0,0.0,-2,0,,198,False,572,133,0,0.00,585,413,3696,0.00,,,0.0,0,0.0,144,0.0,0.0,0,0.0,0,,0,537,161,0,217,0.00,,0.0,0,7933,0.0,220,0.00,0,0.0,2,0,0.0,0,554,221,0,0.1,161,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,578,0.0
215,Gabriel Słonina,40,GKP,Chelsea,0.0,534,Season long loan to KAS Eupen,0,0.0,Slonina,69,53,451,0,0,0,0.0,0,0,,68,False,540,0,0,0.00,681,554,0,0.00,2023-08-11T10:44:59.272960Z,,0.0,0,0.0,60,0.0,0.0,0,0.0,0,0.0,0,496,45,0,46,0.00,0.0,0.0,0,3712,0.0,69,0.00,0,0.0,0,0,0.0,0,518,69,0,0.0,73,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,545,0.0
216,Raheem Sterling,69,MID,Chelsea,3.3,63,,6,0.42,Sterling,14,28,51,6,60,15,8.7,-1,4,,27,False,13,106067,0,1.80,34,51,2103460,4.66,,2.0,4.3,990,412.0,19,88.5,0.16,3,1.0,0,,4,7,12715,0,3,14.25,,0.26,0,1687703,1.36,10,2.86,2,5.0,1,0,0.6,169,35,23,0,7.5,17,0.18,11,233.6,3.8,0,239.1,0.0,2,4.0,a,23,1.3
217,Thiago Emiliano da Silva,50,DEF,Chelsea,2.0,28,,2,0.05,T.Silva,42,53,99,6,37,16,7.4,0,1,,27,False,92,18594,0,0.33,167,97,255949,0.56,,,3.0,1080,78.0,18,43.4,0.03,2,1.0,0,,0,147,4144,0,20,15.34,,0.02,0,232984,1.33,19,0.23,0,3.1,0,0,0.6,238,194,5,0,3.5,40,0.25,12,293.4,2.5,0,62.7,0.0,3,,a,128,1.28
218,Hakim Ziyech,54,MID,Chelsea,0.0,726,Season long loan to Galatasaray,0,0.0,Ziyech,315,315,711,0,0,0,0.0,-1,0,,308,False,726,0,0,0.00,113,443,1010,0.00,2023-08-21T08:29:13.470637Z,,0.0,0,0.0,70,0.0,0.0,0,0.0,0,0.0,0,723,54,0,314,0.00,0.0,0.0,0,16176,0.0,315,0.00,0,0.0,1,0,0.0,0,726,315,0,0.1,146,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,726,0.0
362,Cole Palmer,52,MID,Chelsea,5.7,70,,4,0.98,Palmer,20,32,11,6,47,10,9.0,2,4,2.0,7,False,44,282338,0,1.80,159,43,971725,6.54,2023-10-08T10:00:09.839092Z,1.0,6.7,602,188.0,99,62.6,0.27,3,0.9,-1,100.0,3,49,6963,0,31,9.74,100.0,0.71,0,148415,1.5,33,4.74,2,4.7,-2,0,1.3,167,41,27,0,8.5,16,0.15,6,227.8,6.2,1,212.3,0.0,1,1.0,a,33,1.46
589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,0.0,721,Season long loan to Strasbourg until the end of the season,0,0.0,Ângelo,311,310,695,0,0,0,0.0,0,0,,296,False,721,0,0,0.00,213,720,0,0.00,2023-08-10T13:51:38.491138Z,,0.0,0,0.0,133,0.0,0.0,0,0.0,0,0.0,0,716,1,0,309,0.00,0.0,0.0,0,985,0.0,311,0.00,0,0.0,0,0,0.0,0,719,311,0,0.0,302,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,721,0.0
609,Ian Maatsen,52,MID,Chelsea,-0.7,380,,0,0.49,Maatsen,218,142,351,0,6,1,1.2,-3,0,,170,False,351,81,0,0.18,162,503,2364,0.58,,,0.3,107,19.0,101,7.9,0.15,1,0.0,0,,0,296,137,0,152,3.11,,0.34,0,9479,0.84,159,0.40,0,0.9,3,0,0.1,17,256,169,0,0.1,174,0.0,0,19.0,-0.2,0,41.0,0.0,0,,a,441,2.62
611,Axel Disasi,50,DEF,Chelsea,0.3,87,,3,0.18,Disasi,30,65,231,0,38,13,7.6,0,1,,78,False,140,5853,0,1.17,197,86,878707,1.95,2023-10-10T12:00:09.181007Z,,1.3,966,78.0,26,33.7,0.11,2,1.02,0,100.0,0,148,13772,0,21,12.65,100.0,0.07,0,657761,1.21,38,0.78,1,3.5,0,0,0.3,186,228,29,0,4.4,33,0.28,11,209.4,0.8,0,49.5,0.0,3,,a,98,1.18
613,Lesley Ugochukwu,44,MID,Chelsea,-0.3,361,,0,0.06,Ugochukwu,168,170,280,1,9,2,2.0,-1,0,,131,False,381,966,0,0.09,557,280,41666,0.09,,,0.7,143,2.0,312,4.7,0.06,1,0.63,0,,0,397,1182,0,198,3.89,,0.0,0,30714,1.26,175,0.00,0,1.1,1,0,0.2,37,327,160,0,0.3,89,0.63,1,26.4,0.2,0,19.1,0.0,1,,a,356,2.45
623,Mason Burstow,45,FWD,Chelsea,0.0,448,Season-long loan to Sunderland,0,0.0,Burstow,48,52,628,0,2,1,0.4,0,0,,71,False,446,0,0,0.00,453,452,4401,0.00,2023-09-01T21:50:53.219365Z,,0.0,8,2.0,85,0.3,0.0,0,0.0,0,0.0,0,400,117,0,54,0.90,0.0,0.0,0,13259,11.25,54,0.00,0,1.0,0,0,0.0,6,415,53,0,0.1,66,0.0,0,0.4,0.0,0,0.6,0.0,0,,u,395,10.12
659,Lucas Bergström,40,GKP,Chelsea,-1.0,539,,0,0.0,Bergström,72,56,456,0,0,0,0.0,0,0,,71,False,545,26,0,0.00,688,571,1556,0.00,,,0.0,0,0.0,63,0.0,0.0,0,0.0,0,,0,501,37,0,49,0.00,,0.0,0,1202,0.0,72,0.00,0,0.0,0,0,0.0,0,523,72,0,0.0,75,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,550,0.0
667,Roméo Lavia,49,MID,Chelsea,0.0,709,Ankle injury - Unknown return date,0,0.0,Lavia,302,300,677,0,0,0,0.0,-1,0,,284,False,709,25,0,0.00,271,702,1050,0.00,2023-08-24T14:00:07.676377Z,,0.0,0,0.0,173,0.0,0.0,0,0.0,0,0.0,0,702,27,0,299,0.00,0.0,0.0,0,1263,0.0,302,0.00,0,0.0,1,0,0.0,0,705,302,0,0.0,290,0.0,0,0.0,0.0,0,0.0,0.0,0,,i,709,0.0
671,Bashir Humphreys,40,DEF,Chelsea,0.0,528,Season-long loan to Swansea City,0,0.0,Humphreys,193,194,445,0,0,0,0.0,0,0,,160,False,535,0,0,0.00,674,673,629,0.00,2023-09-03T20:06:46.325160Z,,0.0,0,0.0,200,0.0,0.0,0,0.0,0,0.0,0,490,9,0,186,0.00,0.0,0.0,0,919,0.0,196,0.00,0,0.0,0,0,0.0,0,513,196,0,0.0,229,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,540,0.0
677,Deivid Washington de Souza Eugênio,45,FWD,Chelsea,-0.7,683,,0,4.7,Deivid,50,56,334,0,1,1,0.2,0,0,,39,False,444,446,0,0.00,468,459,8074,0.47,,,0.3,9,4.0,88,0.4,0.0,0,0.0,0,,0,386,381,0,53,1.64,,4.7,0,5099,10.0,53,0.47,0,1.0,0,0,0.1,3,431,79,0,0.1,69,0.0,0,0.0,-0.2,0,0.1,0.0,0,,a,399,16.4
680,Eddie Beach,40,GKP,Chelsea,-1.0,537,,0,0.0,Beach,70,54,454,0,0,0,0.0,0,0,,69,False,543,48,0,0.00,684,637,963,0.00,,,0.0,0,0.0,61,0.0,0.0,0,0.0,0,,0,499,52,0,47,0.00,,0.0,0,603,0.0,70,0.00,0,0.0,0,0,0.0,0,521,70,0,0.0,79,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,548,0.0
681,Diego Manuel Jadon da Silva Moreira,45,MID,Chelsea,0.0,659,Season-long loan to Lyon,0,0.0,Diego Moreira,272,266,609,0,0,0,0.0,0,0,,234,False,665,0,0,0.00,434,728,236,0.00,2023-09-03T20:11:21.942763Z,,0.0,0,0.0,250,0.0,0.0,0,0.0,0,0.0,0,645,6,0,261,0.00,0.0,0.0,0,270,0.0,269,0.00,0,0.0,0,0,0.0,0,654,265,0,0.0,308,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,668,0.0
687,Djordje Petrovic,45,GKP,Chelsea,-1.0,643,,0,0.0,Petrovic,83,75,591,0,0,0,0.0,0,0,,82,False,649,93,0,0.00,415,543,1836,0.00,,,0.0,0,0.0,21,0.0,0.0,0,0.0,0,,0,629,123,0,72,0.00,,0.0,0,1631,0.0,83,0.00,0,0.0,0,0,0.0,0,639,83,0,0.0,72,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,655,0.0
716,Alfie Gilchrist,40,DEF,Chelsea,-1.0,545,,0,0.0,Gilchrist,201,202,463,0,0,0,0.0,0,0,,170,False,551,86,0,0.00,695,621,1374,0.00,,,0.0,0,0.0,213,0.0,0.0,0,0.0,0,,0,507,75,0,195,0.00,,0.0,0,822,0.0,204,0.00,0,0.0,0,0,0.0,0,529,205,0,0.0,216,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,556,0.0
717,Ronnie Stutter,45,FWD,Chelsea,-1.0,668,,0,0.0,Stutter,78,76,620,0,0,0,0.0,0,0,,67,False,674,370,0,0.00,445,556,3519,0.00,,,0.0,0,0.0,81,0.0,0.0,0,0.0,0,,0,654,205,0,76,0.00,,0.0,0,1944,0.0,76,0.00,0,0.0,0,0,0.0,0,663,74,0,0.0,77,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,677,0.0
718,Alex Matos,45,MID,Chelsea,-1.0,669,,0,0.0,Matos,184,274,621,0,1,0,0.2,0,0,,244,False,675,72,0,0.00,446,687,935,0.00,,,0.0,1,0.0,260,0.0,0.0,0,0.0,0,,0,655,48,0,269,0.00,,0.0,0,559,0.0,277,0.00,0,1.0,0,0,0.0,2,664,273,0,0.0,283,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,393,0.0
723,Josh Brooking,40,DEF,Chelsea,-1.0,517,,0,0.0,Brooking,185,187,433,0,0,0,0.0,0,0,,152,False,524,98,0,0.00,661,643,909,0.00,,,0.0,0,0.0,191,0.0,0.0,0,0.0,0,,0,478,68,0,178,0.00,,0.0,0,449,0.0,189,0.00,0,0.0,0,0,0.0,0,502,189,0,0.0,220,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,528,0.0
7,Rob Holding,43,DEF,Crystal Palace,0.0,562,,0,0.0,Holding,216,217,489,0,0,0,0.0,-2,0,,192,False,568,138,0,0.00,578,364,4994,0.00,,,0.0,0,0.0,138,0.0,0.0,0,0.0,0,,0,531,220,0,212,0.00,,0.0,0,12186,0.0,217,0.00,0,0.0,2,0,0.0,0,550,218,0,0.1,137,0.0,0,0.0,0.5,0,0.0,0.0,0,,a,575,0.0
219,Naouirou Ahamada,43,MID,Crystal Palace,1.0,415,,0,0.04,Ahamada,174,190,243,1,6,2,1.4,-2,0,,114,False,429,11971,0,0.03,599,167,138589,0.03,2023-09-22T13:30:07.934644Z,,1.0,77,0.0,319,1.4,0.04,0,0.0,0,100.0,0,541,6239,0,209,2.76,100.0,0.0,0,58850,2.34,200,0.00,0,1.0,2,0,0.2,21,382,189,0,1.1,56,0.0,0,8.2,1.5,0,4.9,0.0,0,,a,372,3.23
220,Joachim Andersen,51,DEF,Crystal Palace,3.0,4,,9,0.13,Andersen,5,16,101,1,60,16,11.8,6,2,,29,True,35,97676,0,0.67,164,13,2612071,1.51,,,3.0,1080,130.0,17,65.4,0.06,2,1.0,0,,1,90,27531,0,4,17.70,,0.07,0,493597,1.33,3,0.84,3,5.0,-6,0,0.6,280,80,1,0,23.7,4,0.42,12,383.2,3.5,0,141.7,0.0,5,,a,21,1.48
221,Jordan Ayew,54,MID,Crystal Palace,4.3,114,,0,0.25,J.Ayew,51,53,46,2,38,13,7.0,-1,1,,23,False,56,3399,0,1.18,111,217,75160,2.92,2023-09-16T20:00:07.282243Z,,4.3,1014,213.0,68,54.9,0.1,4,1.07,0,100.0,3,38,2786,0,22,14.79,100.0,0.15,0,56942,1.15,39,1.74,0,3.2,1,0,0.8,114,72,44,0,0.6,70,0.44,12,186.8,4.8,0,149.0,0.0,5,,a,117,1.31
222,Nathaniel Clyne,44,DEF,Crystal Palace,0.7,400,,0,0.03,Clyne,54,140,276,0,8,0,1.8,-1,0,,94,False,423,153,0,0.01,477,387,5474,0.04,,,0.7,130,6.0,90,2.0,0.01,0,0.69,0,,0,369,279,0,130,1.95,,0.02,0,9196,0.0,151,0.03,0,2.7,1,0,0.2,30,385,147,0,0.1,147,0.69,1,10.4,1.2,0,3.6,0.0,1,,a,166,1.35
223,Cheick Doucouré,50,MID,Crystal Palace,1.0,141,,0,0.09,C.Doucouré,106,82,261,0,20,12,4.0,0,0,,124,False,168,358,0,0.54,206,428,10992,0.82,2023-10-06T23:00:08.561317Z,,1.0,867,36.0,128,30.5,0.06,2,1.04,0,100.0,0,241,432,0,128,13.59,100.0,0.03,0,10854,1.25,83,0.28,0,2.0,0,0,0.2,129,115,55,0,0.1,138,0.31,10,155.6,1.5,0,112.2,0.0,3,,a,243,1.41
224,Malcolm Ebiowei,45,MID,Crystal Palace,0.0,639,,0,0.0,Ebiowei,262,255,587,0,0,0,0.0,0,0,,221,False,645,69,0,0.00,410,553,1814,0.00,2023-08-17T14:00:07.032627Z,,0.0,0,0.0,236,0.0,0.0,0,0.0,0,100.0,0,625,98,0,250,0.00,100.0,0.0,0,5071,0.0,258,0.00,0,0.0,0,0,0.0,0,635,254,0,0.0,203,0.0,0,0.0,0.5,0,0.0,0.0,0,,a,651,0.0
225,Odsonne Edouard,55,FWD,Crystal Palace,3.0,61,,6,0.43,Edouard,9,9,103,6,46,12,8.4,0,5,,13,False,22,47391,0,0.47,101,89,806797,4.52,2023-09-24T18:00:07.480397Z,3.0,3.0,943,409.0,30,77.1,0.04,2,1.05,0,100.0,0,8,9734,0,5,12.81,100.0,0.39,0,629386,1.15,6,4.05,0,4.2,0,0,0.5,164,101,8,0,4.1,15,0.38,11,237.6,3.5,0,122.2,0.0,4,3.0,a,51,1.22
226,Eberechi Eze,61,MID,Crystal Palace,3.3,90,,1,0.62,Eze,35,13,83,6,35,10,5.7,-4,2,1.0,46,False,23,57250,0,1.98,61,90,361324,5.13,2023-10-04T08:30:08.801501Z,2.0,3.3,749,238.0,38,76.6,0.24,2,0.96,0,100.0,2,33,4284,0,19,12.35,100.0,0.38,0,1496358,1.2,16,3.15,0,3.9,4,0,0.5,144,17,33,0,4.0,26,0.36,8,208.2,3.8,0,319.4,0.0,3,1.0,a,70,1.48
227,Vicente Guaita,44,GKP,Crystal Palace,0.0,572,Signed for Celta Vigo,0,0.0,Guaita,81,67,508,0,0,0,0.0,-1,0,,80,False,578,0,0,0.00,473,296,2528,0.00,2023-09-02T08:56:40.331253Z,,0.0,0,0.0,23,0.0,0.0,0,0.0,0,0.0,0,546,532,0,61,0.00,0.0,0.0,0,65196,0.0,81,0.00,0,0.0,1,0,0.0,0,561,81,0,0.2,43,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,584,0.0
228,Marc Guéhi,46,DEF,Crystal Palace,2.3,62,,6,0.07,Guéhi,18,83,134,1,42,13,9.1,1,0,,47,False,172,23272,0,0.19,339,77,529088,0.77,2023-09-13T15:30:08.533559Z,,2.3,990,23.0,44,29.5,0.02,1,1.0,0,100.0,0,277,9065,0,88,14.49,100.0,0.05,0,174895,1.18,48,0.58,1,3.8,-1,0,0.5,220,268,18,0,5.3,29,0.45,11,235.2,2.8,0,37.1,0.0,5,,a,74,1.32
229,Will Hughes,49,MID,Crystal Palace,2.3,185,,0,0.11,Hughes,98,51,136,2,19,13,3.9,-1,0,4.0,57,False,162,94,0,0.64,229,640,1355,0.79,2023-08-06T23:30:05.660088Z,,2.3,677,37.0,145,30.9,0.09,2,1.06,0,100.0,0,237,65,0,125,12.90,100.0,0.02,0,1098,1.73,81,0.15,0,2.1,1,0,0.5,85,70,73,0,0.0,255,0.53,8,123.0,2.8,0,150.2,0.0,4,,a,228,1.71
230,Sam Johnstone,46,GKP,Crystal Palace,3.7,82,,7,0.0,Johnstone,4,76,63,1,50,16,10.9,1,0,,4,False,229,47496,29,0.00,337,71,558571,0.00,,,3.7,1080,0.0,13,21.6,0.0,0,1.0,0,,0,672,9480,0,73,17.70,,0.0,0,199651,1.33,16,0.00,2,4.2,-1,0,0.8,213,679,16,0,5.8,13,0.42,12,215.6,4.2,0,0.0,2.42,5,,a,47,1.48
231,Jefferson Lerma Solís,47,MID,Crystal Palace,4.0,184,,3,0.14,Lerma,61,58,55,8,23,13,4.9,-3,0,,29,False,141,1531,0,0.82,318,374,6356,1.17,2023-09-15T15:30:07.837506Z,,4.0,704,68.0,207,33.5,0.1,1,1.02,0,100.0,1,163,285,0,95,10.83,100.0,0.04,0,30492,1.66,72,0.35,0,2.9,3,0,0.9,112,79,72,0,0.1,119,0.26,8,123.2,4.5,0,144.1,0.0,2,,a,144,1.38
232,Jean-Philippe Mateta,49,FWD,Crystal Palace,0.7,266,,0,0.2,Mateta,29,22,300,1,21,8,4.3,-1,0,,33,False,243,1132,0,0.46,256,228,77192,0.82,,,0.7,381,58.0,54,20.1,0.11,1,0.71,0,,3,189,2586,0,40,9.19,,0.09,0,69980,1.89,34,0.36,0,2.3,1,0,0.1,46,176,31,0,0.5,40,0.47,3,72.8,1.2,0,70.8,0.0,2,,a,206,2.17
233,Remi Matthews,40,GKP,Crystal Palace,0.0,496,,0,0.0,Matthews,56,40,409,0,0,0,0.0,0,0,,55,False,503,131,0,0.00,635,385,2710,0.00,,,0.0,0,0.0,47,0.0,0.0,0,0.0,0,,0,457,165,0,33,0.00,,0.0,0,5469,0.0,56,0.00,0,0.0,0,0,0.0,0,481,56,0,0.1,56,0.0,0,0.0,0.5,0,0.0,0.0,0,,a,507,0.0
234,Tyrick Mitchell,47,DEF,Crystal Palace,5.7,65,,5,0.11,Mitchell,9,21,25,1,50,16,10.6,2,1,,9,False,106,98720,0,0.85,326,61,732840,1.27,2023-10-28T08:30:08.353664Z,,5.7,1059,42.0,41,38.7,0.07,2,1.02,-1,100.0,1,220,12971,0,62,17.45,100.0,0.04,0,115835,1.36,26,0.42,1,4.2,-2,0,1.2,229,112,20,0,6.8,19,0.42,12,232.2,6.2,1,113.6,0.0,5,,a,48,1.48
235,Jake O'Brien,40,DEF,Crystal Palace,0.0,544,Permanent transfer to Lyon,0,0.0,O'Brien,200,201,462,0,0,0,0.0,0,0,,169,False,550,0,0,0.00,694,502,415,0.00,2023-08-17T06:14:22.523517Z,,0.0,0,0.0,212,0.0,0.0,0,0.0,0,0.0,0,506,69,0,194,0.00,0.0,0.0,0,9600,0.0,203,0.00,0,0.0,0,0,0.0,0,528,204,0,0.1,192,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,555,0.0
